# !  MKO filter system                                                                                                                                                                                    



#   t (Gyr) =  0.001
#---------------------------------------------------------------------------------------------------------------------------

age_Gyr  M_Msun   Teff(K)   L/Ls  lg(g)   R(Gm)   D      Li            J             H            Ks        Lprime             M'          
0.005  1.2000  4122.   -0.09   4.02  12.36  0.0000  0.9770         3.358         2.667         2.522         2.440         2.563  
0.005  1.3000  4209.   -0.02   4.02  12.84  0.0000  0.9860         3.215         2.528         2.397         2.333         2.461  
0.005  1.4000  4303.    0.05   4.01  13.42  0.0000  0.9920         3.046         2.391         2.267         2.206         2.331  
0.006  0.0030  1050.   -4.65   3.59   1.01  1.0000  1.0000        16.492        14.841        13.487        11.444        11.296  
0.006  0.0040  1213.   -4.37   3.69   1.04  1.0000  1.0000        15.221        13.734        12.631        10.799        10.872  
0.006  0.0050  1354.   -4.16   3.77   1.06  1.0000  1.0000        14.285        12.960        11.891        10.265        10.522  
0.006  0.0060  1483.   -3.98   3.83   1.09  1.0000  1.0000        13.231        12.227        11.343         9.974        10.203  
0.006  0.0070  1607.   -3.82   3.87   1.12  1.0000  1.0000        12.560        11.791        10.978         9.803         9.900  
0.006  0.0080  1718.   -3.68   3.90   1.15  1.0000  1.0000        12.041        11.389        10.654         9.593         9.576  
0.006  0.0090  1818.   -3.56   3.93   1.18  1.0000  1.0000        11.507        10.941        10.313         9.364         9.585  
0.006  0.0100  1910.   -3.45   3.96   1.21  1.0000  1.0000        11.190        10.659        10.068         9.185         9.389  
0.006  0.0120  2057.   -3.27   3.98   1.28  0.9950  1.0000        10.750        10.150         9.575         8.777         8.857  
0.006  0.0150  2238.   -3.03   3.99   1.42  0.9450  1.0000        10.140         9.624         9.115         8.415         8.518  
0.006  0.0200  2449.   -2.68   3.92   1.79  0.7050  1.0000         9.263         8.793         8.338         7.731         7.776  
0.006  0.0300  2619.   -2.28   3.81   2.48  0.2940  1.0000         8.335         7.851         7.418         6.878         6.890  
0.006  0.0400  2759.   -2.16   3.91   2.56  0.0001  1.0000         8.084         7.583         7.186         6.694         6.697  
0.006  0.0500  2818.   -1.95   3.83   3.13  0.0002  1.0000         7.577         7.069         6.686         6.213         6.211  
0.006  0.0600  2890.   -1.98   3.98   2.88  0.0000  1.0000         7.662         7.142         6.780         6.333         6.332  
0.006  0.0700  2935.   -1.90   4.00   3.06  0.0000  1.0000         7.479         6.952         6.601         6.169         6.168  
0.006  0.0720  2942.   -1.88   4.00   3.10  0.0000  1.0000         7.443         6.914         6.565         6.135         6.135  
0.006  0.0750  2933.   -1.80   3.93   3.42  0.0000  1.0000         7.240         6.712         6.361         5.928         5.927  
0.006  0.0800  2970.   -1.82   4.00   3.26  0.0000  1.0000         7.302         6.769         6.427         6.006         6.006  
0.006  0.0900  2999.   -1.75   4.00   3.45  0.0000  1.0000         7.148         6.610         6.275         5.863         5.864  
0.006  0.1000  3006.   -1.65   3.95   3.86  0.0000  1.0000         6.894         6.353         6.020         5.612         5.612  
0.006  0.1100  3105.   -1.65   4.04   3.65  0.0000  1.0000         6.917         6.356         6.043         5.666         5.661  
0.006  0.1300  3143.   -1.55   4.04   3.97  0.0000  1.0000         6.697         6.126         5.821         5.458         5.459  
0.006  0.1500  3178.   -1.47   4.04   4.27  0.0000  1.0000         6.498         5.919         5.622         5.272         5.277  
0.006  0.1750  3211.   -1.38   4.04   4.61  0.0000  1.0000         6.296         5.708         5.417         5.079         5.089  
0.006  0.2000  3236.   -1.31   4.03   4.96  0.0000  1.0000         6.116         5.521         5.234         4.906         4.919  
0.006  0.2500  3292.   -1.18   4.04   5.53  0.0000  1.0000         5.821         5.213         4.935         4.627         4.648  
0.006  0.3000  3345.   -1.08   4.04   6.05  0.0000  1.0000         5.578         4.958         4.687         4.396         4.425  
0.006  0.3500  3399.   -0.98   4.04   6.53  0.0000  0.9990         5.364         4.731         4.467         4.192         4.230  
0.006  0.4000  3454.   -0.90   4.04   6.99  0.0000  0.9980         5.163         4.517         4.262         4.006         4.053  
0.006  0.4500  3499.   -0.82   4.03   7.42  0.0000  0.9940         4.990         4.334         4.086         3.844         3.900  
0.006  0.5000  3545.   -0.76   4.04   7.80  0.0000  0.9840         4.844         4.178         3.938         3.710         3.773  
0.006  0.5700  3596.   -0.68   4.04   8.30  0.0000  0.9500         4.667         3.992         3.759         3.547         3.617  
0.006  0.6000  3619.   -0.64   4.04   8.51  0.0000  0.9230         4.592         3.912         3.684         3.479         3.553  
0.006  0.6200  3635.   -0.62   4.04   8.66  0.0000  0.9030         4.542         3.859         3.633         3.434         3.509  
0.006  0.7000  3689.   -0.55   4.04   9.16  0.0000  0.8390         4.371         3.677         3.462         3.280         3.363  
0.006  0.7500  3726.   -0.50   4.05   9.46  0.0000  0.8380         4.272         3.573         3.364         3.193         3.281  
0.006  0.8000  3762.   -0.46   4.05   9.74  0.0000  0.8540         4.179         3.475         3.273         3.112         3.205  
0.006  0.8500  3794.   -0.42   4.05  10.04  0.0000  0.8790         4.087         3.379         3.183         3.031         3.128  
0.006  0.9000  3834.   -0.38   4.06  10.25  0.0000  0.8970         4.009         3.300         3.110         2.968         3.068  
0.006  0.9500  3871.   -0.34   4.05  10.58  0.0000  0.9220         3.909         3.198         3.014         2.882         2.986  
0.006  1.0000  3919.   -0.30   4.05  10.83  0.0000  0.9380         3.816         3.106         2.929         2.808         2.917  
0.006  1.0500  4004.   -0.24   4.06  11.07  0.0000  0.9480         3.698         2.994         2.831         2.727         2.844  
0.006  1.1000  4051.   -0.20   4.06  11.29  0.0000  0.9540         3.614         2.918         2.761         2.665         2.783  
0.006  1.1500  4100.   -0.17   4.06  11.48  0.0000  0.9610         3.535         2.847         2.698         2.609         2.728  
0.006  1.2000  4147.   -0.13   4.06  11.73  0.0000  0.9700         3.456         2.769         2.627         2.548         2.670  
0.006  1.3000  4248.   -0.05   4.06  12.24  0.0000  0.9830         3.289         2.618         2.489         2.424         2.549  
0.006  1.4000  4358.    0.04   4.05  12.88  0.0000  0.9910         3.099         2.458         2.339         2.282         2.402  
0.007  0.0030  1007.   -4.73   3.61   0.99  1.0000  1.0000        16.756        15.133        13.792        11.650        11.512  
0.007  0.0040  1164.   -4.46   3.71   1.02  1.0000  1.0000        15.353        13.919        12.894        10.994        11.095  
0.007  0.0050  1300.   -4.25   3.79   1.04  1.0000  1.0000        14.506        13.179        12.148        10.440        10.782  
0.007  0.0060  1430.   -4.06   3.85   1.07  1.0000  1.0000        13.603        12.495        11.568        10.090        10.424  
0.007  0.0070  1555.   -3.89   3.89   1.09  1.0000  1.0000        12.773        11.948        11.142         9.888        10.088  
0.007  0.0080  1665.   -3.75   3.93   1.12  1.0000  1.0000        12.295        11.603        10.838         9.715         9.730  
0.007  0.0090  1766.   -3.63   3.96   1.15  1.0000  1.0000        11.774        11.176        10.508         9.502         9.643  
0.007  0.0100  1860.   -3.52   3.98   1.17  1.0000  1.0000        11.373        10.838        10.238         9.326         9.570  
0.007  0.0120  2014.   -3.34   4.02   1.24  0.9900  1.0000        10.888        10.280         9.698         8.882         8.952  
0.007  0.0150  2221.   -3.07   4.01   1.39  0.9200  1.0000        10.229         9.701         9.186         8.477         8.584  
0.007  0.0200  2447.   -2.68   3.92   1.78  0.6350  1.0000         9.280         8.811         8.355         7.747         7.795  
0.007  0.0300  2621.   -2.30   3.83   2.42  0.1790  1.0000         8.386         7.902         7.470         6.931         6.944  
0.007  0.0400  2764.   -2.24   3.99   2.33  0.0000  1.0000         8.281         7.777         7.384         6.894         6.901  
0.007  0.0500  2829.   -2.04   3.93   2.78  0.0000  1.0000         7.818         7.307         6.929         6.461         6.462  
0.007  0.0600  2887.   -2.05   4.05   2.66  0.0000  1.0000         7.837         7.316         6.955         6.507         6.509  
0.007  0.0700  2932.   -1.96   4.06   2.86  0.0000  1.0000         7.633         7.105         6.755         6.321         6.323  
0.007  0.0720  2940.   -1.94   4.06   2.89  0.0000  1.0000         7.597         7.068         6.719         6.288         6.290  
0.007  0.0750  2953.   -1.86   4.00   3.14  0.0000  1.0000         7.402         6.872         6.526         6.099         6.099  
0.007  0.0800  2968.   -1.88   4.06   3.04  0.0000  1.0000         7.455         6.922         6.580         6.158         6.160  
0.007  0.0900  2998.   -1.82   4.06   3.22  0.0000  1.0000         7.300         6.762         6.427         6.015         6.018  
0.007  0.1000  3023.   -1.71   4.02   3.57  0.0000  1.0000         7.050         6.507         6.177         5.774         5.773  
0.007  0.1100  3106.   -1.70   4.09   3.42  0.0000  1.0000         7.054         6.493         6.181         5.804         5.800  
0.007  0.1300  3144.   -1.60   4.09   3.74  0.0000  1.0000         6.823         6.254         5.949         5.586         5.587  
0.007  0.1500  3181.   -1.52   4.09   4.00  0.0000  1.0000         6.636         6.057         5.761         5.410         5.416  
0.007  0.1750  3214.   -1.43   4.09   4.35  0.0000  1.0000         6.422         5.835         5.544         5.206         5.216  
0.007  0.2000  3240.   -1.36   4.09   4.67  0.0000  1.0000         6.242         5.649         5.362         5.034         5.047  
0.007  0.2500  3294.   -1.23   4.08   5.23  0.0000  1.0000         5.939         5.333         5.055         4.746         4.766  
0.007  0.3000  3343.   -1.13   4.08   5.73  0.0000  0.9990         5.697         5.081         4.809         4.515         4.543  
0.007  0.3500  3397.   -1.03   4.08   6.19  0.0000  0.9980         5.482         4.853         4.589         4.311         4.347  
0.007  0.4000  3453.   -0.95   4.09   6.59  0.0000  0.9910         5.292         4.651         4.395         4.136         4.181  
0.007  0.4500  3502.   -0.87   4.09   7.00  0.0000  0.9770         5.115         4.463         4.215         3.972         4.026  
0.007  0.5000  3551.   -0.80   4.08   7.40  0.0000  0.9470         4.955         4.294         4.053         3.825         3.886  
0.007  0.5700  3605.   -0.72   4.09   7.87  0.0000  0.8460         4.776         4.105         3.872         3.660         3.729  
0.007  0.6000  3630.   -0.69   4.09   8.07  0.0000  0.7840         4.701         4.025         3.797         3.592         3.665  
0.007  0.6200  3644.   -0.66   4.09   8.21  0.0000  0.7540         4.651         3.971         3.746         3.546         3.620  
0.007  0.7000  3698.   -0.59   4.09   8.69  0.0000  0.7180         4.481         3.791         3.576         3.393         3.474  
0.007  0.7500  3737.   -0.54   4.09   9.02  0.0000  0.7520         4.369         3.674         3.466         3.294         3.381  
0.007  0.8000  3773.   -0.50   4.09   9.28  0.0000  0.7860         4.277         3.578         3.375         3.214         3.305  
0.007  0.8500  3807.   -0.45   4.09   9.56  0.0000  0.8250         4.184         3.481         3.285         3.133         3.228  
0.007  0.9000  3849.   -0.42   4.10   9.77  0.0000  0.8570         4.101         3.397         3.207         3.066         3.165  
0.007  0.9500  3884.   -0.37   4.09  10.11  0.0000  0.8950         3.997         3.291         3.107         2.975         3.078  
0.007  1.0000  3951.   -0.32   4.10  10.32  0.0000  0.9160         3.897         3.194         3.020         2.903         3.012  
0.007  1.0500  4020.   -0.28   4.10  10.53  0.0000  0.9300         3.796         3.099         2.936         2.831         2.947  
0.007  1.1000  4070.   -0.23   4.10  10.78  0.0000  0.9410         3.701         3.011         2.856         2.760         2.876  
0.007  1.1500  4123.   -0.19   4.10  11.00  0.0000  0.9530         3.614         2.929         2.782         2.696         2.815  
0.007  1.2000  4176.   -0.15   4.10  11.24  0.0000  0.9650         3.530         2.846         2.707         2.633         2.756  
0.007  1.3000  4290.   -0.06   4.09  11.83  0.0000  0.9810         3.329         2.674         2.547         2.483         2.607  
0.007  1.4000  4426.    0.04   4.07  12.52  0.0000  0.9910         3.114         2.492         2.379         2.325         2.442  
0.008  0.0030   972.   -4.80   3.62   0.98  1.0000  1.0000        16.965        15.375        14.049        11.824        11.693  
0.008  0.0040  1128.   -4.52   3.72   1.01  1.0000  1.0000        15.433        14.052        13.084        11.134        11.255  
0.008  0.0050  1265.   -4.31   3.80   1.03  1.0000  1.0000        14.610        13.299        12.349        10.584        10.927  
0.008  0.0060  1384.   -4.13   3.86   1.05  1.0000  1.0000        13.866        12.699        11.766        10.204        10.632  
0.008  0.0070  1502.   -3.97   3.91   1.07  1.0000  1.0000        12.967        12.092        11.308         9.970        10.285  
0.008  0.0080  1611.   -3.83   3.95   1.09  1.0000  1.0000        12.507        11.783        11.003         9.825         9.969  
0.008  0.0090  1712.   -3.71   3.98   1.12  1.0000  1.0000        12.087        11.446        10.727         9.641         9.628  
0.008  0.0100  1808.   -3.60   4.01   1.14  1.0000  1.0000        11.575        11.016        10.396         9.443         9.715  
